COCNUM,Total Population,Total units,Occupied units,Vacant units,Total vacant,For rent,"Rented, not occupied",For sale only,"Sold, not occupied",Other vacant,COCNAME,"Overall Homeless, 2019","Unsheltered Homeless, 2019",Vacant per total homeless,Vacant per total unsheltered homeless,Absolute diff vacancy and total homeless,Absolute diff vacancy and total unsheltered homeless
CA-511,862876.0,286016.0,267756.0,18260.0,18260.0,4029.0,1027.0,1385.0,1985.0,6796.0,Stockton/San Joaquin County CoC,2631.0,1558.0,6.940326871911821,11.7201540436457,15629.0,16702.0
CA-512,844756.0,305514.0,289309.0,16205.0,16205.0,4678.0,996.0,1117.0,1018.0,4736.0,Daly/San Mateo County CoC,1512.0,901.0,10.717592592592593,17.985571587125417,14693.0,15304.0
CA-513,755215.0,244040.0,223789.0,20251.0,20251.0,3041.0,791.0,1708.0,942.0,7558.0,"Visalia/Kings, Tulare Counties CoC",1064.0,775.0,19.032894736842106,26.13032258064516,19187.0,19476.0
CA-514,1244578.0,430485.0,385431.0,45054.0,45054.0,7468.0,1906.0,3428.0,1838.0,11496.0,Fresno City & County/Madera County CoC,2508.0,2069.0,17.964114832535884,21.775737071048816,42546.0,42985.0
CA-515,533201.0,229952.0,196463.0,33489.0,33489.0,2306.0,500.0,1404.0,931.0,3221.0,"Roseville, Rocklin/Placer County CoC",617.0,296.0,54.27714748784441,113.13851351351352,32872.0,33193.0
CA-516,417869.0,208494.0,168176.0,40318.0,40318.0,1780.0,804.0,2151.0,1137.0,11291.0,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",1349.0,806.0,29.887323943661972,50.022332506203476,38969.0,39512.0
CA-517,252813.0,100048.0,88563.0,11485.0,11485.0,1217.0,75.0,829.0,335.0,2916.0,Napa City & County CoC,322.0,150.0,35.66770186335404,76.56666666666666,11163.0,11335.0
CA-518,505770.0,180689.0,170666.0,10023.0,10023.0,2258.0,605.0,803.0,617.0,3874.0,Vallejo/Solano County CoC,1151.0,932.0,8.708079930495222,10.754291845493562,8872.0,9091.0
CA-519,279426.0,123801.0,105656.0,18145.0,18145.0,3120.0,1809.0,1330.0,552.0,4342.0,"Chico, Paradise/Butte County CoC",1266.0,838.0,14.332543443917851,21.6527446300716,16879.0,17307.0
CA-520,335273.0,109888.0,101829.0,8059.0,8059.0,1659.0,182.0,731.0,1179.0,3181.0,Merced City & County CoC,608.0,288.0,13.254934210526315,27.98263888888889,7451.0,7771.0
CA-521,323879.0,124408.0,116858.0,7550.0,7550.0,1281.0,921.0,566.0,500.0,2650.0,"Davis, Woodland/Yolo County CoC",655.0,397.0,11.526717557251908,19.0176322418136,6895.0,7153.0
CA-522,155870.0,75093.0,63458.0,11635.0,11635.0,823.0,507.0,489.0,280.0,4277.0,Humboldt County CoC,1702.0,1402.0,6.836075205640423,8.29885877318117,9933.0,10233.0
CA-523,176630.0,83294.0,67881.0,15413.0,15413.0,760.0,504.0,888.0,363.0,4323.0,"Colusa, Glenn, Trinity Counties CoC",192.0,150.0,80.27604166666667,102.75333333333333,15221.0,15263.0
CA-524,262184.0,101225.0,90822.0,10403.0,10403.0,1191.0,494.0,971.0,362.0,3316.0,Yuba City & County/Sutter County CoC,721.0,519.0,14.428571428571429,20.04431599229287,9682.0,9884.0
CA-525,262197.0,123490.0,97659.0,25831.0,25831.0,901.0,214.0,870.0,554.0,2547.0,El Dorado County CoC,613.0,480.0,42.13866231647635,53.81458333333333,25218.0,25351.0
CA-526,241779.0,126565.0,92934.0,33631.0,33631.0,1433.0,173.0,1884.0,1613.0,4289.0,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",845.0,687.0,39.8,48.95342066957787,32786.0,32944.0
CA-527,110532.0,52321.0,42501.0,9820.0,9820.0,514.0,77.0,575.0,83.0,2460.0,Tehama County CoC,288.0,215.0,34.09722222222222,45.674418604651166,9532.0,9605.0
CA-529,97573.0,49553.0,37629.0,11924.0,11924.0,542.0,115.0,702.0,322.0,2982.0,Lake County CoC,408.0,382.0,29.225490196078432,31.214659685863875,11516.0,11542.0
CA-530,143671.0,101335.0,58565.0,42770.0,42770.0,2382.0,165.0,1801.0,821.0,4643.0,"Alpine, Inyo, Mono Counties CoC",214.0,197.0,199.85981308411215,217.10659898477158,42556.0,42573.0
CA-531,152365.0,83521.0,61860.0,21661.0,21661.0,428.0,230.0,873.0,396.0,2324.0,Nevada County CoC,415.0,251.0,52.195180722891564,86.2988047808765,21246.0,21410.0
CA-600,9914504.0,3467609.0,3245824.0,221785.0,221785.0,60495.0,16446.0,16705.0,10430.0,83860.0,Los Angeles City & County CoC,56257.0,42471.0,3.9423538404109713,5.222033858397495,165528.0,179314.0
CA-601,3401620.0,1245469.0,1152426.0,93043.0,93043.0,21561.0,7073.0,6895.0,4067.0,24626.0,San Diego City and County CoC,8102.0,4476.0,11.483954579116267,20.78708668453977,84941.0,88567.0
CA-602,3360136.0,1157330.0,1091591.0,65739.0,65739.0,17759.0,4924.0,6575.0,4870.0,12368.0,"Santa Ana, Anaheim/Orange County CoC",6860.0,3961.0,9.582944606413994,16.59656652360515,58879.0,61778.0
CA-603,469681.0,168302.0,155504.0,12798.0,12798.0,2050.0,797.0,765.0,594.0,3475.0,Santa Maria/Santa Barbara County CoC,1803.0,1133.0,7.098169717138103,11.29567519858782,10995.0,11665.0
CA-604,958347.0,328232.0,294927.0,33305.0,33305.0,6596.0,1093.0,3508.0,1031.0,10779.0,Bakersfield/Kern County CoC,1330.0,805.0,25.041353383458645,41.37267080745342,31975.0,32500.0
CA-606,611715.0,225062.0,214215.0,10847.0,10847.0,4448.0,695.0,825.0,340.0,3260.0,Long Beach CoC,1894.0,1275.0,5.727032734952481,8.507450980392157,8953.0,9572.0
CA-607,261562.0,107716.0,97572.0,10144.0,10144.0,1256.0,409.0,873.0,283.0,6143.0,Pasadena CoC,542.0,321.0,18.715867158671585,31.601246105919003,9602.0,9823.0
CA-608,2646462.0,933484.0,800337.0,133147.0,133147.0,13533.0,2459.0,10105.0,4652.0,23299.0,Riverside City & County CoC,2811.0,2045.0,47.366417644966205,65.10855745721271,130336.0,131102.0
CA-609,2464021.0,844785.0,737502.0,107283.0,107283.0,12486.0,3106.0,8135.0,3641.0,22991.0,San Bernardino City & County CoC,2607.0,1920.0,41.151898734177216,55.8765625,104676.0,105363.0
CA-611,929344.0,321110.0,300827.0,20283.0,20283.0,4191.0,546.0,2115.0,788.0,5771.0,"Oxnard, San Buenaventura/Ventura County CoC",1669.0,1258.0,12.152786099460755,16.123211446740857,18614.0,19025.0
CA-612,279346.0,109472.0,103103.0,6369.0,6369.0,1530.0,397.0,324.0,221.0,3220.0,Glendale CoC,243.0,147.0,26.209876543209877,43.326530612244895,6126.0,6222.0
CA-613,221529.0,78969.0,58979.0,19990.0,19990.0,1117.0,278.0,633.0,253.0,10090.0,Imperial County CoC,1413.0,1225.0,14.147204529370134,16.318367346938775,18577.0,18765.0
CA-614,327190.0,135910.0,118595.0,17315.0,17315.0,2033.0,514.0,1177.0,680.0,2472.0,San Luis Obispo County CoC,1483.0,1172.0,11.67565745111261,14.773890784982935,15832.0,16143.0
CO-500,2136527.0,1009554.0,813502.0,196052.0,196052.0,17162.0,3402.0,9494.0,3284.0,40694.0,Colorado Balance of State CoC,2302.0,798.0,85.16594265855778,245.67919799498748,193750.0,195254.0
CO-503,3327962.0,1363778.0,1280258.0,83520.0,83520.0,20921.0,6119.0,6302.0,4268.0,16517.0,Metropolitan Denver CoC,5755.0,946.0,14.5125977410947,88.28752642706131,77765.0,82574.0
CO-504,760588.0,299560.0,281211.0,18349.0,18349.0,3661.0,1000.0,2106.0,858.0,6083.0,Colorado Springs/El Paso County CoC,1562.0,444.0,11.747119078104994,41.32657657657658,16787.0,17905.0
CT-503,1107468.0,436787.0,398836.0,37951.0,37951.0,8497.0,1048.0,5546.0,2267.0,12870.0,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",771.0,98.0,49.2230869001297,387.2551020408163,37180.0,37853.0
CT-505,2883291.0,1253948.0,1127048.0,126900.0,126900.0,24818.0,5832.0,12890.0,5214.0,47632.0,Connecticut Balance of State CoC,2262.0,358.0,56.10079575596817,354.46927374301674,124638.0,126542.0
DC-500,835348.0,376974.0,342460.0,34514.0,34514.0,12744.0,1817.0,2181.0,1326.0,12701.0,District of Columbia CoC,6521.0,608.0,5.292746511271277,56.766447368421055,27993.0,33906.0
DE-500,1135184.0,507856.0,430005.0,77851.0,77851.0,8469.0,1312.0,5786.0,2363.0,18271.0,Delaware Statewide CoC,921.0,95.0,84.52877307274701,819.4842105263158,76930.0,77756.0
FL-500,897138.0,477087.0,363248.0,113839.0,113839.0,13108.0,2705.0,6511.0,3258.0,13783.0,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1135.0,400.0,100.29867841409691,284.5975,112704.0,113439.0
FL-501,1586205.0,651565.0,585828.0,65737.0,65737.0,16682.0,2975.0,6548.0,3632.0,19810.0,Tampa/Hillsborough County CoC,1650.0,672.0,39.84060606060606,97.82291666666667,64087.0,65065.0
FL-502,1012808.0,530599.0,426213.0,104386.0,104386.0,12032.0,1903.0,6777.0,4646.0,25577.0,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2415.0,834.0,43.224016563146996,125.1630695443645,101971.0,103552.0
FL-503,826455.0,362637.0,279172.0,83465.0,83465.0,6065.0,1256.0,5189.0,1378.0,14026.0,"Lakeland, Winterhaven/Polk County CoC",563.0,114.0,148.25044404973357,732.1491228070175,82902.0,83351.0
FL-504,756654.0,363302.0,299943.0,63359.0,63359.0,5775.0,1237.0,4860.0,2177.0,12206.0,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",875.0,507.0,72.41028571428572,124.96844181459566,62484.0,62852.0
FL-505,351883.0,184479.0,132897.0,51582.0,51582.0,9440.0,292.0,1643.0,515.0,10386.0,"Fort Walton Beach/Okaloosa, Walton Counties CoC",399.0,234.0,129.2781954887218,220.43589743589743,51183.0,51348.0
FL-506,536708.0,248462.0,202278.0,46184.0,46184.0,6489.0,2061.0,2770.0,955.0,19307.0,Tallahassee/Leon County CoC,966.0,91.0,47.80952380952381,507.5164835164835,45218.0,46093.0
FL-507,2376164.0,969645.0,813917.0,155728.0,155728.0,33427.0,5879.0,14923.0,5563.0,26222.0,"Orlando/Orange, Osceola, Seminole Counties CoC",2010.0,336.0,77.47661691542288,463.4761904761905,153718.0,155392.0
FL-508,583395.0,269787.0,218076.0,51711.0,51711.0,10837.0,779.0,3811.0,1192.0,18049.0,"Gainesville/Alachua, Putnam Counties CoC",804.0,498.0,64.31716417910448,103.83734939759036,50907.0,51213.0
FL-509,712337.0,336814.0,267056.0,69758.0,69758.0,9491.0,1613.0,4749.0,2458.0,15207.0,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",1499.0,1345.0,46.536357571714476,51.86468401486989,68259.0,68413.0
FL-510,1374790.0,585058.0,515988.0,69070.0,69070.0,14532.0,3744.0,6841.0,4075.0,26473.0,"Jacksonville-Duval, Clay Counties CoC",1654.0,508.0,41.75937122128174,135.96456692913387,67416.0,68562.0
FL-511,551739.0,250365.0,207826.0,42539.0,42539.0,11324.0,479.0,3041.0,645.0,13322.0,"Pensacola/Escambia, Santa Rosa Counties CoC",518.0,177.0,82.12162162162163,240.33333333333334,42021.0,42362.0
FL-512,363279.0,160377.0,134626.0,25751.0,25751.0,2313.0,788.0,2046.0,959.0,5256.0,St. Johns County CoC,356.0,200.0,72.33426966292134,128.755,25395.0,25551.0
FL-513,667499.0,314667.0,258408.0,56259.0,56259.0,9018.0,2329.0,3513.0,1561.0,12119.0,"Palm Bay, Melbourne/Brevard County CoC",815.0,397.0,69.02944785276074,141.71032745591938,55444.0,55862.0
FL-514,471093.0,235221.0,190770.0,44451.0,44451.0,4740.0,697.0,3484.0,2047.0,12848.0,Ocala/Marion County CoC,475.0,179.0,93.58105263157894,248.3296089385475,43976.0,44272.0
FL-515,382450.0,202123.0,143670.0,58453.0,58453.0,9859.0,723.0,2229.0,941.0,16789.0,"Panama City/Bay, Jackson Counties CoC",488.0,355.0,119.78073770491804,164.65633802816902,57965.0,58098.0
FL-517,440474.0,188891.0,147046.0,41845.0,41845.0,2604.0,484.0,3271.0,961.0,9685.0,"Hendry, Hardee, Highlands Counties CoC",398.0,350.0,105.13819095477388,119.55714285714286,41447.0,41495.0
FL-518,223729.0,95835.0,77374.0,18461.0,18461.0,1607.0,382.0,1323.0,485.0,8664.0,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",538.0,425.0,34.314126394052046,43.43764705882353,17923.0,18036.0
FL-519,670066.0,303428.0,257342.0,46086.0,46086.0,5149.0,665.0,5202.0,1996.0,10137.0,Pasco County CoC,894.0,688.0,51.5503355704698,66.98546511627907,45192.0,45398.0
FL-520,1105461.0,538715.0,439806.0,98909.0,98909.0,9949.0,1212.0,8627.0,4435.0,15848.0,"Citrus, Hernando, Lake, Sumter Counties CoC",677.0,331.0,146.09896602658787,298.81873111782477,98232.0,98578.0
FL-600,2826388.0,1079052.0,924378.0,154674.0,154674.0,27727.0,6104.0,9656.0,6026.0,26050.0,Miami-Dade County CoC,3472.0,1008.0,44.548963133640555,153.44642857142858,151202.0,153666.0
FL-601,2103310.0,895606.0,748185.0,147421.0,147421.0,21622.0,4836.0,9584.0,6923.0,19650.0,Ft Lauderdale/Broward County CoC,2803.0,1350.0,52.59400642169105,109.20074074074074,144618.0,146071.0
FL-602,296826.0,161882.0,120809.0,41073.0,41073.0,2848.0,983.0,2287.0,1010.0,4611.0,Punta Gorda/Charlotte County CoC,156.0,67.0,263.28846153846155,613.0298507462686,40917.0,41006.0
FL-603,829039.0,438027.0,307534.0,130493.0,130493.0,7440.0,1493.0,6344.0,2299.0,12309.0,"Ft Myers, Cape Coral/Lee County CoC",372.0,162.0,350.7876344086022,805.5123456790124,130121.0,130331.0
FL-604,120558.0,69847.0,44743.0,25104.0,25104.0,3886.0,150.0,706.0,354.0,3409.0,Monroe County CoC,501.0,209.0,50.10778443113772,120.11483253588517,24603.0,24895.0
FL-605,1563697.0,727612.0,588940.0,138672.0,138672.0,15957.0,2600.0,7960.0,6267.0,16879.0,West Palm Beach/Palm Beach County CoC,1397.0,940.0,99.26413743736579,147.52340425531915,137275.0,137732.0
FL-606,401475.0,218513.0,150651.0,67862.0,67862.0,3272.0,749.0,3282.0,1093.0,4190.0,Naples/Collier County CoC,498.0,99.0,136.2690763052209,685.4747474747475,67364.0,67763.0
GA-500,694464.0,339547.0,289073.0,50474.0,50474.0,11726.0,3089.0,3603.0,2303.0,22850.0,Atlanta CoC,3217.0,719.0,15.689773080509791,70.20027816411682,47257.0,49755.0
GA-501,8183653.0,3326715.0,2892241.0,434474.0,434474.0,67186.0,11102.0,38166.0,12634.0,203301.0,Georgia Balance of State CoC,4183.0,2262.0,103.86660291656706,192.07515473032714,430291.0,432212.0
GA-502,1094694.0,443158.0,404373.0,38785.0,38785.0,12913.0,1716.0,4732.0,1242.0,14908.0,Fulton County CoC,632.0,76.0,61.36867088607595,510.32894736842104,38153.0,38709.0
GA-503,191520.0,78662.0,72307.0,6355.0,6355.0,1459.0,728.0,588.0,113.0,2783.0,Athens-Clarke County CoC,237.0,55.0,26.814345991561183,115.54545454545455,6118.0,6300.0
GA-504,299645.0,129945.0,105728.0,24217.0,24217.0,5249.0,845.0,2627.0,740.0,12538.0,Augusta-Richmond County CoC,384.0,161.0,63.065104166666664,150.416149068323,23833.0,24056.0
GA-505,347128.0,149501.0,128043.0,21458.0,21458.0,4056.0,3547.0,1993.0,205.0,9716.0,Columbus-Muscogee CoC,278.0,52.0,77.18705035971223,412.65384615384613,21180.0,21406.0
GA-506,960864.0,386479.0,359854.0,26625.0,26625.0,7252.0,1971.0,3656.0,1479.0,10519.0,Marietta/Cobb County CoC,451.0,127.0,59.03547671840355,209.64566929133858,26174.0,26498.0
GA-507,354573.0,150287.0,131549.0,18738.0,18738.0,4932.0,1201.0,1722.0,610.0,6678.0,Savannah/Chatham County CoC,686.0,231.0,27.314868804664723,81.11688311688312,18052.0,18507.0
GA-508,909866.0,376696.0,341994.0,34702.0,34702.0,9702.0,2093.0,3231.0,1828.0,15678.0,DeKalb County CoC,375.0,197.0,92.53866666666667,176.1522842639594,34327.0,34505.0
HI-500,437273.0,192103.0,146629.0,45474.0,45474.0,12246.0,764.0,2042.0,878.0,9602.0,Hawaii Balance of State CoC,1995.0,1237.0,22.793984962406014,36.76151980598222,43479.0,44237.0
HI-501,984821.0,350571.0,312795.0,37776.0,37776.0,7615.0,1238.0,1801.0,787.0,10715.0,Honolulu City and County CoC,4417.0,2403.0,8.552411138781979,15.720349563046192,33359.0,35373.0
IA-500,160203.0,67458.0,61997.0,5461.0,5461.0,1136.0,297.0,589.0,327.0,2454.0,"Sioux City/Dakota, Woodbury Counties CoC",255.0,7.0,21.415686274509802,780.1428571428571,5206.0,5454.0
IA-501,2862942.0,1294671.0,1159271.0,135400.0,135400.0,22957.0,4829.0,12658.0,6575.0,58508.0,Iowa Balance of State CoC,1379.0,89.0,98.18709209572154,1521.3483146067415,134021.0,135311.0
IA-502,592561.0,246625.0,231603.0,15022.0,15022.0,4532.0,866.0,1927.0,1378.0,5258.0,Des Moines/Polk County CoC,681.0,92.0,22.058737151248163,163.2826086956522,14341.0,14930.0
ID-500,543364.0,216898.0,204392.0,12506.0,12506.0,1476.0,1129.0,1546.0,1480.0,2564.0,Boise/Ada County CoC,713.0,61.0,17.539971949509116,205.01639344262296,11793.0,12445.0
ID-501,1578387.0,684867.0,573058.0,111809.0,111809.0,11224.0,2463.0,7234.0,2913.0,23335.0,Idaho Balance of State CoC,1602.0,924.0,69.79338327091136,121.00541125541126,110207.0,110885.0
IL-500,453343.0,177081.0,166292.0,10789.0,10789.0,1618.0,272.0,1859.0,661.0,3246.0,McHenry County CoC,159.0,1.0,67.85534591194968,10789.0,10630.0,10788.0
IL-501,604674.0,254525.0,234244.0,20281.0,20281.0,4252.0,755.0,2459.0,888.0,9560.0,"Rockford/DeKalb, Winnebago, Boone Counties CoC",403.0,45.0,50.32506203473945,450.68888888888887,19878.0,20236.0
IL-502,892234.0,336455.0,314042.0,22413.0,22413.0,4734.0,906.0,3755.0,1001.0,7054.0,"Waukegan, North Chicago/Lake County CoC",252.0,32.0,88.94047619047619,700.40625,22161.0,22381.0
IL-503,251084.0,110885.0,98548.0,12337.0,12337.0,5278.0,827.0,1506.0,1262.0,3079.0,"Champaign, Urbana, Rantoul/Champaign County CoC",151.0,2.0,81.70198675496688,6168.5,12186.0,12335.0
IL-504,360789.0,161466.0,144568.0,16898.0,16898.0,2568.0,563.0,2467.0,546.0,9605.0,Madison County CoC,101.0,32.0,167.30693069306932,528.0625,16797.0,16866.0
IL-506,1109731.0,402192.0,378176.0,24016.0,24016.0,4649.0,1225.0,3745.0,1818.0,10014.0,"Joliet, Bolingbrook/Will County CoC",278.0,43.0,86.38848920863309,558.5116279069767,23738.0,23973.0
IL-507,461091.0,207886.0,184845.0,23041.0,23041.0,4975.0,706.0,3103.0,1037.0,11330.0,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",285.0,15.0,80.84561403508772,1536.0666666666666,22756.0,23026.0
